,,,,,,,
,Anime Ranking Quiz,,,,,,
,"Questions based on Japanese anime ranking worksheet. Test your knowledge about popular anime series!",,,,,,
,"Remember: questions have a limit of 95 characters and answers can have 60 characters max. Text will turn red in Excel or Google Docs if you exceed this limit. If several answers are correct, separate them with a comma.",,,,,,
,,,,,,,
,"And remember, if you're not using Excel you need to export to .xlsx format before you upload to Kahoot!",,,,,,
,,,,,,,
,Question - max 95 characters,Answer 1 - max 60 characters,Answer 2 - max 60 characters,Answer 3 - max 60 characters,Answer 4 - max 60 characters,"Time limit (sec) - 5,10,20,30,60,90 or 120 secs",Correct answer(s) - choose at least one
1,What was Sailor Moon originally supposed to end after?,Six months,One year,Two years,Three years,30,1
2,What is Case Closed also called?,Detective Conan,Inspector Conan,Agent Conan,Officer Conan,30,1
3,What is celebrated on May 9th in Japan?,Goku Day,Sailor Moon Day,Anime Day,Manga Day,30,1
4,What is the world's best-selling manga?,One Piece,Dragon Ball,Naruto,Sailor Moon,30,1
5,What is the longest animated show in the world?,Sazae-san,One Piece,Doraemon,Case Closed,30,1
6,Which anime character is a special "anime ambassador" for Japan?,Doraemon,Sailor Moon,Goku,Luffy,30,1
7,Which show's movie became the #1 movie in Japan?,Demon Slayer,One Piece,Dragon Ball,Sailor Moon,30,1
8,Which anime was only planned for six months?,Sailor Moon,One Piece,Dragon Ball,Doraemon,30,1
9,Which show has a special holiday called "Goku Day"?,Dragon Ball,One Piece,Sailor Moon,Naruto,30,1
10,Which is the best-selling manga series in the world?,One Piece,Dragon Ball,Naruto,Demon Slayer,30,1
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
